                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                                     708                  8.4963069222340087E-004                  6.6368374570904443E+003                  3.8219611814580565E+000                  1.9207368999999999E+004 
                                     710                  8.4963713570512442E-004                  8.5875315131012485E+003                  3.9338683437725113E+000                  1.9250401000000002E+004 
                                     712                  8.4964342053579225E-004                  1.0477747457841098E+004                  4.0202679265620311E+000                  1.9289126000000000E+004 
                                     714                  8.4965210502895071E-004                  1.2862889598393003E+004                  4.1093385421238260E+000                  1.9331187999999998E+004 
                                     716                  8.4966475493865638E-004                  1.5745655030812079E+004                  4.1971607323177427E+000                  1.9372435000000001E+004 
                                     718                  8.4968006770103945E-004                  1.8534416914712234E+004                  4.2679789278510860E+000                  1.9414205999999998E+004 
                                     720                  8.4971194590999688E-004                  2.3304099432882675E+004                  4.3674323246517135E+000                  1.9457835999999999E+004 
                                     722                  8.4974446042739916E-004                  2.8124166961800544E+004                  4.4490796675015973E+000                  1.9500422999999999E+004 
                                     724                  8.4978325567729651E-004                  3.3281289681492926E+004                  4.5222001472672257E+000                  1.9556460999999999E+004 
                                     726                  8.4980928766609156E-004                  3.5987330086499918E+004                  4.5561496273777760E+000                  1.9630816999999999E+004 
                                     728                  8.4982594813892037E-004                  3.7302981821916481E+004                  4.5717435486195548E+000                  1.9704191999999999E+004 
                                     730                  8.4983661084153087E-004                  3.7960806315547990E+004                  4.5793354285886085E+000                  1.9779874000000000E+004 
                                     732                  8.4984417706947723E-004                  3.8336671259803981E+004                  4.5836144007627153E+000                  1.9856057000000001E+004 
                                     734                  8.4985087232944173E-004                  3.8602523303881695E+004                  4.5866156938203337E+000                  1.9931723000000002E+004 
                                     736                  8.4986036823113875E-004                  3.8859303831468787E+004                  4.5894950159019565E+000                  2.0006108000000000E+004 
                                     738                  8.4987611652447784E-004                  3.8996906825593265E+004                  4.5910301608251869E+000                  2.0085358000000000E+004 
                                     740                  8.4988644007991251E-004                  3.8942079493338242E+004                  4.5904191389757072E+000                  2.0164868999999999E+004 
                                     742                  8.4989938681641884E-004                  3.8697285906352372E+004                  4.5876805061757819E+000                  2.0245480000000000E+004 
                                     744                  8.4992124732931361E-004                  3.7913427539677272E+004                  4.5787930483219785E+000                  2.0324088000000000E+004 
                                     746                  8.4993627504073425E-004                  3.7202812549413225E+004                  4.5705757739818180E+000                  2.0401103999999999E+004 
                                     748                  8.4996810367650010E-004                  3.5345068402708661E+004                  4.5483288264808417E+000                  2.0474424999999999E+004 
                                     750                  8.4999632352745851E-004                  3.3586030957335017E+004                  4.5261586839495749E+000                  2.0545526000000002E+004 
                                     752                  8.5004926737478406E-004                  3.0553029106251146E+004                  4.4850542737902117E+000                  2.0615331999999999E+004 
                                     754                  8.5011385638205153E-004                  2.7734068073933107E+004                  4.4430135772042814E+000                  2.0666246999999999E+004 
                                     756                  8.5032558021374237E-004                  2.3213114322046462E+004                  4.3657334102597174E+000                  2.0709097000000002E+004 
                                     758                  8.5063311647645115E-004                  1.9452798679443888E+004                  4.2889820922222022E+000                  2.0752869999999999E+004 
                                     760                  8.5106991858080656E-004                  1.5380984133962127E+004                  4.1869841241699275E+000                  2.0794888999999999E+004 
                                     762                  8.5140684535977369E-004                  1.2732072145492381E+004                  4.1048990908585203E+000                  2.0846138999999999E+004 
                                     762                  8.5128704917169650E-004                  1.3664526889757015E+004                  4.1355945996053478E+000                  2.0982187999999998E+004 
                                     764                  8.5133017579940419E-004                  1.3326174599986212E+004                  4.1247054991102505E+000                  2.1018704000000002E+004 
                                     766                  8.5135191800526271E-004                  1.3149870625895559E+004                  4.1189214800701830E+000                  2.1123899000000001E+004 
                                     768                  8.5136437426753761E-004                  1.3050145455235484E+004                  4.1156153522914707E+000                  2.1183481000000000E+004 
                                     770                  8.5139698084770777E-004                  1.2773288790669856E+004                  4.1063027312296398E+000                  2.1226044000000002E+004 
                                     772                  8.5149298232606015E-004                  1.1931430474658491E+004                  4.0766925149199746E+000                  2.1266827000000001E+004 
                                     774                  8.5157400115216735E-004                  1.1227255278846493E+004                  4.0502735974951731E+000                  2.1304297999999999E+004 
                                     776                  8.5165195599966131E-004                  1.0578735492856600E+004                  4.0244337583139815E+000                  2.1341487000000001E+004 
                                     778                  8.5177478242001779E-004                  9.6141361586513740E+003                  3.9829102684616755E+000                  2.1384420999999998E+004 
                                     780                  8.5187409441095320E-004                  8.8790891144350026E+003                  3.9483684147802562E+000                  2.1422400000000001E+004 
                                     782                  8.5195612182937782E-004                  8.2990166303631486E+003                  3.9190266348690459E+000                  2.1460048999999999E+004 
                                     784                  8.5206767732804150E-004                  7.5515098410096389E+003                  3.8780337926971509E+000                  2.1497852999999999E+004 
                                     786                  8.5214620139660037E-004                  7.0528456086621773E+003                  3.8483643769624289E+000                  2.1535590000000000E+004 
                                     788                  8.5226950828938260E-004                  6.3055275572543869E+003                  3.7997214280414782E+000                  2.1573279999999999E+004 
                                     790                  8.5237693494543874E-004                  5.7123957718715055E+003                  3.7568182890316884E+000                  2.1610521000000001E+004 
                                     792                  8.5245392735459565E-004                  5.3114500266702998E+003                  3.7252130997282364E+000                  2.1648727999999999E+004 
                                     794                  8.5256900265926144E-004                  4.7606781855445915E+003                  3.6776688248339036E+000                  2.1689998000000000E+004 
                                     796                  8.5266935270942213E-004                  4.3214204010660260E+003                  3.6356265178692038E+000                  2.1731357000000000E+004 
                                     798                  8.5271675027246850E-004                  4.1267501968231163E+003                  3.6156081806717570E+000                  2.1885324000000001E+004 
                                     800                  8.5276414783551488E-004                  3.9358126873844744E+003                  3.5950344213723491E+000                  2.1927100999999999E+004 
                                     802                  8.5283524418008439E-004                  3.6679469675439418E+003                  3.5644230478623435E+000                  2.1965365000000002E+004 
                                     804                  8.5304013202044786E-004                  2.9952518729812186E+003                  3.4764333484103167E+000                  2.2020072000000000E+004 
                                     806                  8.5317074548612280E-004                  2.6238477602184807E+003                  3.4189386329844509E+000                  2.2090460999999999E+004 
                                     808                  8.5325582407463907E-004                  2.4051101441736814E+003                  3.3811349700701427E+000                  2.2128481000000000E+004 
                                     810                  8.5336316086725354E-004                  2.1489735631506082E+003                  3.3322310727978963E+000                  2.2166971000000001E+004 
                                     810                  8.5333076211807537E-004                  2.2244792711263690E+003                  3.3472283631173836E+000                  2.2300212000000000E+004 
                                     812                  8.5337126055454811E-004                  2.1299858684035116E+003                  3.3283767220797071E+000                  2.2395191999999999E+004 
                                     814                  8.5338745992913725E-004                  2.0926608766162963E+003                  3.3206988550242249E+000                  2.2433562000000002E+004 
                                     816                  8.5341175899102096E-004                  2.0370169469261268E+003                  3.3089946421203833E+000                  2.2468490000000002E+004 
                                     818                  8.5350895523855547E-004                  1.8317931266921573E+003                  3.2628764251128826E+000                  2.2505716000000000E+004 
                                     820                  8.5378824125044623E-004                  1.3799047814467792E+003                  3.1398491195034413E+000                  2.2543260999999999E+004 
                                     822                  8.5401430072763295E-004                  1.1150499039841061E+003                  3.0472943046397196E+000                  2.2581754000000001E+004 
                                     824                  8.5426120902540466E-004                  9.0537355843209775E+002                  2.9568278067102396E+000                  2.2620165000000001E+004 
                                     826                  8.5458447435783798E-004                  7.1764909388171236E+002                  2.8559121408395778E+000                  2.2659162000000000E+004 
                                     828                  8.5491500970797535E-004                  5.8833164933160015E+002                  2.7696222119100593E+000                  2.2698460999999999E+004 
                                     830                  8.5535953223240494E-004                  4.7339263126052776E+002                  2.6752214935005454E+000                  2.2736092000000001E+004 
                                     832                  8.5583540864681039E-004                  3.9028637112340982E+002                  2.5913833858975903E+000                  2.2774911000000000E+004 
                                     834                  8.5647997224074705E-004                  3.1434305570638429E+002                  2.4974038705977373E+000                  2.2813241999999998E+004 
                                     836                  8.5716009737193597E-004                  2.5960471240285722E+002                  2.4143125716105440E+000                  2.2852631000000001E+004 
                                     838                  8.5805295496903212E-004                  2.1076919560773237E+002                  2.3238071380625298E+000                  2.2892582999999999E+004 
                                     840                  8.5897604823663909E-004                  1.7609206172203210E+002                  2.2457397782953610E+000                  2.2930803000000000E+004 
                                     842                  8.6019808986475123E-004                  1.4468083583894818E+002                  2.1604110090693607E+000                  2.2971309000000001E+004 
                                     844                  8.6145981681968434E-004                  1.2201402919840110E+002                  2.0864097688154186E+000                  2.3011559000000001E+004 
                                     846                  8.6315047977459042E-004                  1.0065624769450085E+002                  2.0028407365524092E+000                  2.3049034000000000E+004 
                                     848                  8.6490412725488816E-004                  8.4804344730188703E+001                  1.9284181027757052E+000                  2.3087602999999999E+004 
                                     850                  8.6729800908069146E-004                  6.9628108035677556E+001                  1.8427845945030470E+000                  2.3126192999999999E+004 
                                     852                  8.6986726033086719E-004                  5.8443166444828620E+001                  1.7667337379306776E+000                  2.3164609000000000E+004 
                                     854                  8.7351922010935534E-004                  4.8285833867902099E+001                  1.6838197358158828E+000                  2.3200405999999999E+004 
                                     856                  8.7757289317715059E-004                  4.1447678112842972E+001                  1.6175002065141806E+000                  2.3238874000000000E+004 
                                     858                  8.8748178261244498E-004                  3.4040799948843606E+001                  1.5319997573257844E+000                  2.3280365000000002E+004 
                                     860                  8.9979254925222005E-004                  3.1793335452035809E+001                  1.5023360923194973E+000                  2.3318945000000000E+004 
                                     862                  9.0703365291212575E-004                  3.1669793051968153E+001                  1.5006452254596314E+000                  2.3559044000000002E+004 
                                     864                  9.0996632888800701E-004                  3.1732344631902279E+001                  1.5015021623329310E+000                  2.3616217000000001E+004 
                                     866                  9.1289900486388837E-004                  3.1638180501938450E+001                  1.5002114994561855E+000                  2.3659097000000002E+004 
                                     868                  9.2169703279153226E-004                  3.1817423872476667E+001                  1.5026650136745128E+000                  2.3698672999999999E+004 
                                     870                  9.4134598878825495E-004                  3.3660901424885822E+001                  1.5271257420204296E+000                  2.3748802000000000E+004 
                                     872                  9.4704713029535720E-004                  3.4076907706484427E+001                  1.5324601780271208E+000                  2.3839732000000000E+004 
                                     874                  9.5211481163500367E-004                  3.4333561177923819E+001                  1.5357188520627927E+000                  2.3879010999999999E+004 
                                     876                  9.6731785565394297E-004                  3.6006770074771531E+001                  1.5563841654807844E+000                  2.3917028999999999E+004 
                                     878                  9.8760794475180602E-004                  3.8061944727071207E+001                  1.5804909742468234E+000                  2.3958126000000000E+004 
                                     880                  1.0024064280953538E-003                  3.9661115083307372E+001                  1.5983649203513672E+000                  2.4010641000000000E+004 
                                     882                  1.0172049114389019E-003                  4.1434164826925922E+001                  1.6173585893553435E+000                  2.4048098999999998E+004 
                                     884                  1.0256789594510600E-003                  4.2670075119191644E+001                  1.6301234074204016E+000                  2.4108449000000001E+004 
                                     886                  1.0281001160259622E-003                  4.2967059276660329E+001                  1.6331356310024321E+000                  2.4166946000000000E+004 
                                     888                  1.0305212726008644E-003                  4.3177669115793265E+001                  1.6352591938696348E+000                  2.4204674999999999E+004 
                                     890                  1.0377847423255714E-003                  4.4309398959902374E+001                  1.6464958590325558E+000                  2.4243550999999999E+004 
                                     892                  1.0543181712243598E-003                  4.7888045289908682E+001                  1.6802271102284108E+000                  2.4300116999999998E+004 
                                     894                  1.0656653948959130E-003                  5.0224875787249211E+001                  1.7009188713540058E+000                  2.4340678000000000E+004 
                                     896                  1.0826862304032425E-003                  5.6578821008947848E+001                  1.7526538933747193E+000                  2.4378817999999999E+004 
                                     896                  1.0737101575779128E-003                  5.2108511754500249E+001                  1.7169086696734195E+000                  2.4531671999999999E+004 
                                     898                  1.0784524592703597E-003                  5.3584367258606697E+001                  1.7290381067902922E+000                  2.4570954000000002E+004 
                                     900                  1.0831947609628064E-003                  5.5471796311298675E+001                  1.7440722296151512E+000                  2.4609477999999999E+004 
                                     902                  1.0860767917547872E-003                  5.6820390834964265E+001                  1.7545042166604923E+000                  2.4677849999999999E+004 
                                     904                  1.0869002291239249E-003                  5.7212371223555053E+001                  1.7574899479048793E+000                  2.4735889999999999E+004 
                                     906                  1.0877236664930624E-003                  5.7541897425633628E+001                  1.7599841785118342E+000                  2.4776186000000002E+004 
                                     908                  1.0901939786004745E-003                  5.8465583951822012E+001                  1.7669002917544341E+000                  2.4815334999999999E+004 
                                     910                  1.0967814775535737E-003                  6.2713188131420210E+001                  1.7973588794340780E+000                  2.4872290000000001E+004 
                                     912                  1.0998170790931933E-003                  6.5379060857907589E+001                  1.8154386778356955E+000                  2.4930499000000000E+004 
                                     914                  1.1025945326958828E-003                  6.7765790702665214E+001                  1.8310105101142797E+000                  2.4972236000000001E+004 
                                     916                  1.1073794219233631E-003                  7.4685794011745003E+001                  1.8732380024977253E+000                  2.5022682000000001E+004 
                                     918                  1.1114197630782625E-003                  8.5215296257585081E+001                  1.9305175581940062E+000                  2.5065074000000001E+004 
                                     920                  1.1138714145625312E-003                  9.7367966039426577E+001                  1.9884160979401679E+000                  2.5146306000000000E+004 
                                     922                  1.1142183519500448E-003                  9.9651471052589542E+001                  1.9984837141283951E+000                  2.5244498000000000E+004 
                                     924                  1.1145652893375583E-003                  1.0225355796782337E+002                  2.0096784284535505E+000                  2.5283985000000001E+004 
                                     926                  1.1150856954188289E-003                  1.0691558517139308E+002                  2.0290410172815818E+000                  2.5329560000000001E+004 
                                     928                  1.1161265075813696E-003                  1.2359090168106351E+002                  2.0919865007273337E+000                  2.5400399000000001E+004 
                                     930                  1.1164734449688831E-003                  1.3312691639820170E+002                  2.1242658726151031E+000                  2.5528802000000000E+004 
                                     932                  1.1167336480095182E-003                  1.4616618411351843E+002                  2.1648469092046398E+000                  2.5597705999999998E+004 
                                     934                  1.1168203823563967E-003                  1.5254788099711988E+002                  2.1834061793487987E+000                  2.5651915000000001E+004 
                                     936                  1.1169071167032750E-003                  1.6376053302196141E+002                  2.2142092432360307E+000                  2.5693530999999999E+004 
                                     938                  1.1169267529263357E-003                  1.6769798810714428E+002                  2.2245278523544059E+000                  2.5767238000000001E+004 
                                     940                  1.1169438593843903E-003                  1.7268386097100745E+002                  2.2372517503134963E+000                  2.5811222000000002E+004 
                                     942                  1.1169590311549836E-003                  1.7939038278350779E+002                  2.2537991565675517E+000                  2.5862564999999999E+004 
                                     944                  1.1169724718631206E-003                  1.8844928130509481E+002                  2.2751944855063631E+000                  2.5918678000000000E+004 
                                     946                  1.1169839297772344E-003                  2.0216216613830562E+002                  2.3056998823392085E+000                  2.5977084999999999E+004 
                                     948                  1.1169936444127631E-003                  2.2503419745005391E+002                  2.3522485209349981E+000                  2.6049937000000002E+004 
                                     950                  1.1170029196225137E-003                  2.7828001458733144E+002                  2.4444820174511626E+000                  2.6115114000000001E+004 
                                     952                  1.1170094721328107E-003                  3.5915040233312209E+002                  2.5552763572817967E+000                  2.6180544000000002E+004 
                                     954                  1.1170139391687970E-003                  4.5863108677360361E+002                  2.6614634885898902E+000                  2.6246018000000000E+004 
                                     956                  1.1170175084282388E-003                  5.8819546968054544E+002                  2.7695216752198140E+000                  2.6307618999999999E+004 
                                     958                  1.1170203342947516E-003                  7.3993655564104847E+002                  2.8691944836279655E+000                  2.6367521000000001E+004 
                                     960                  1.1170227238657758E-003                  9.1118786705609023E+002                  2.9596079282509486E+000                  2.6425736000000001E+004 
                                     962                  1.1170249042720347E-003                  1.1056940892137191E+003                  3.0436349879603672E+000                  2.6480430000000000E+004 
                                     964                  1.1170270094760712E-003                  1.3301560535033238E+003                  3.1239025952525408E+000                  2.6533294000000002E+004 
                                     966                  1.1170306699968919E-003                  1.8084570055563390E+003                  3.2573081882584951E+000                  2.6584544000000002E+004 
                                     968                  1.1170336595156089E-003                  2.2884628124348610E+003                  3.3595438595268940E+000                  2.6629017000000000E+004 
                                     970                  1.1170361578165893E-003                  2.7536410804015295E+003                  3.4399073320867011E+000                  2.6671291000000001E+004 
                                     972                  1.1170391696864405E-003                  3.3915490720700882E+003                  3.5303981052209066E+000                  2.6721237000000001E+004 
                                     974                  1.1170433893657899E-003                  4.4250995818990268E+003                  3.6459230484536449E+000                  2.6769505000000001E+004 
                                     976                  1.1170466458561075E-003                  5.3329505695277649E+003                  3.7269675582786350E+000                  2.6810893000000000E+004 
                                     978                  1.1170520365145285E-003                  6.9661717321422839E+003                  3.8429941766112266E+000                  2.6855291000000001E+004 
                                     980                  1.1170566478817859E-003                  8.4512443772802089E+003                  3.9269206600026578E+000                  2.6898111000000001E+004 
                                     982                  1.1170639086666052E-003                  1.0732433087728701E+004                  4.0306981895138536E+000                  2.6946713000000000E+004 
                                     984                  1.1170719046515439E-003                  1.3055679852747035E+004                  4.1157994919084011E+000                  2.6993419000000002E+004 
                                     986                  1.1170829045002854E-003                  1.5762916926904480E+004                  4.1976365867601588E+000                  2.7041757000000001E+004 
                                     988                  1.1171023328283554E-003                  1.9385465389641744E+004                  4.2874762316381583E+000                  2.7091688999999998E+004 
                                     990                  1.1171279259987574E-003                  2.3366676112443776E+004                  4.3685969388068262E+000                  2.7141188999999998E+004 
                                     992                  1.1171615164143854E-003                  2.8503111987877877E+004                  4.4548922791446701E+000                  2.7193527999999998E+004 
                                     994                  1.1171991346890760E-003                  3.3788661085687076E+004                  4.5287709827006530E+000                  2.7256007000000001E+004 
                                     996                  1.1172553627417001E-003                  3.8385328721785707E+004                  4.5841652641416761E+000                  2.7345334999999999E+004 
                                     998                  1.1172934995346362E-003                  3.9406633364998990E+004                  4.5955693332807721E+000                  2.7428723999999998E+004 
                                    1000                  1.1173179070821154E-003                  3.9267872687971772E+004                  4.5940373742803491E+000                  2.7509758000000002E+004 
                                    1002                  1.1173335279125020E-003                  3.8898781748003326E+004                  4.5899360000813720E+000                  2.7591434000000001E+004 
                                    1004                  1.1173439257426473E-003                  3.8546259926284489E+004                  4.5859822456249741E+000                  2.7671796999999999E+004 
                                    1006                  1.1173571967282993E-003                  3.7969905724546334E+004                  4.5794395188316548E+000                  2.7751409000000000E+004 
                                    1008                  1.1173792062015783E-003                  3.6779691532727345E+004                  4.5656080825367473E+000                  2.7829834999999999E+004 
                                    1010                  1.1173942447442670E-003                  3.5873694951269536E+004                  4.5547761108355260E+000                  2.7911058000000001E+004 
                                    1012                  1.1174076258824214E-003                  3.5025357454510784E+004                  4.5443825762127554E+000                  2.7989883999999998E+004 
                                    1014                  1.1174144318747245E-003                  3.4585887839898351E+004                  4.5388989287502648E+000                  2.8119751000000000E+004 
                                    1016                  1.1174180162769429E-003                  3.4337344793561453E+004                  4.5357667094012530E+000                  2.8200625000000000E+004 
                                    1018                  1.1174233928802704E-003                  3.4013796565210127E+004                  4.5316551098891402E+000                  2.8277864000000001E+004 
                                    1020                  1.1174448992935814E-003                  3.2613141390563273E+004                  4.5133926333008647E+000                  2.8353049999999999E+004 
                                    1022                  1.1174833889104104E-003                  3.0305984530201044E+004                  4.4815283972088666E+000                  2.8419334999999999E+004 
                                    1024                  1.1175493475019463E-003                  2.7302393762774220E+004                  4.4362007258828307E+000                  2.8474199000000001E+004 
                                    1026                  1.1176322151480959E-003                  2.4861025955638663E+004                  4.3955190469797474E+000                  2.8517940999999999E+004 
                                    1028                  1.1179188231048352E-003                  2.0731104212166792E+004                  4.3166224347749651E+000                  2.8567983000000000E+004 
                                    1030                  1.1183139390024074E-003                  1.6814172498804233E+004                  4.2256754985881333E+000                  2.8618419000000002E+004 
                                    1032                  1.1185697160240708E-003                  1.4602672586916551E+004                  4.1644323478069598E+000                  2.8664482000000000E+004 
                                    1032                  1.1184787730830351E-003                  1.5376706365944370E+004                  4.1868633211429929E+000                  2.8728367999999999E+004 
                                    1034                  1.1185242445535533E-003                  1.4986474227627859E+004                  4.1756994711676825E+000                  2.8772798999999999E+004 
                                    1036                  1.1185583607499297E-003                  1.4689833441528772E+004                  4.1670168716353855E+000                  2.8816756000000001E+004 
                                    1038                  1.1185765017496171E-003                  1.4529611123244224E+004                  4.1622539908094298E+000                  2.8946123000000000E+004 
                                    1040                  1.1185882008401767E-003                  1.4424777391613165E+004                  4.1591091196898136E+000                  2.8991462000000000E+004 
                                    1042                  1.1186057494760161E-003                  1.4263196165961999E+004                  4.1542168552287073E+000                  2.9034226999999999E+004 
                                    1044                  1.1186525458382552E-003                  1.3822062830806120E+004                  4.1405728628053105E+000                  2.9177774000000001E+004 
                                    1046                  1.1186993422004942E-003                  1.3392332431144761E+004                  4.1268562210568840E+000                  2.9220832999999999E+004 
                                    1048                  1.1187629478324889E-003                  1.2839732062307065E+004                  4.1085559610322377E+000                  2.9263758000000002E+004 
                                    1050                  1.1188208465617493E-003                  1.2345039534506508E+004                  4.0914924850812779E+000                  2.9306476999999999E+004 
                                    1052                  1.1189272213405930E-003                  1.1440990652552036E+004                  4.0584636307777835E+000                  2.9351276000000002E+004 
                                    1054                  1.1190214861814193E-003                  1.0664803516384729E+004                  4.0279528586100186E+000                  2.9394591000000000E+004 
                                    1056                  1.1191056027008500E-003                  9.9860144047641061E+003                  3.9993921881866505E+000                  2.9438539000000001E+004 
                                    1058                  1.1192343715532029E-003                  9.0492079236266145E+003                  3.9566105671109857E+000                  2.9485919000000002E+004 
                                    1060                  1.1193167836187090E-003                  8.4682164007286974E+003                  3.9277919476517575E+000                  2.9531216000000000E+004 
                                    1062                  1.1193911522169677E-003                  7.9504509722753119E+003                  3.9003917637779586E+000                  2.9574877000000000E+004 
                                    1064                  1.1195022441141443E-003                  7.2261220903520962E+003                  3.8589052950009313E+000                  2.9617446000000000E+004 
                                    1066                  1.1195997460126696E-003                  6.6248916258917570E+003                  3.8211787782070101E+000                  2.9658599999999999E+004 
                                    1068                  1.1197280964671970E-003                  5.9030992618506698E+003                  3.7710800860352833E+000                  2.9704295999999998E+004 
                                    1070                  1.1198102407580946E-003                  5.4688976376127266E+003                  3.7378997946790844E+000                  2.9747441999999999E+004 
                                    1072                  1.1198930184639978E-003                  5.0574154650329183E+003                  3.7039286322482678E+000                  2.9794918000000001E+004 
                                    1074                  1.1200179025172127E-003                  4.4977919457349399E+003                  3.6529993624137447E+000                  2.9871834999999999E+004 
                                    1076                  1.1200646733160132E-003                  4.2993062410307193E+003                  3.6333983811609443E+000                  2.9945437000000002E+004 
                                    1078                  1.1201114441148137E-003                  4.1087257366446283E+003                  3.6137071524477666E+000                  2.9989810000000001E+004 
                                    1080                  1.1202231543566718E-003                  3.6862295751838824E+003                  3.5665823792093603E+000                  3.0032058000000001E+004 
                                    1082                  1.1202494353990736E-003                  3.5935266511133377E+003                  3.5555208701162502E+000                  3.0194840000000000E+004 
                                    1084                  1.1202757164414756E-003                  3.5008156298553022E+003                  3.5441692392869126E+000                  3.0241742999999999E+004 
                                    1086                  1.1203151380050787E-003                  3.3646215620425132E+003                  3.5269362237578510E+000                  3.0286163000000000E+004 
                                    1088                  1.1203939811322851E-003                  3.1113088109422574E+003                  3.4929431188657620E+000                  3.0357718000000001E+004 
                                    1090                  1.1204465432170896E-003                  2.9513332529849254E+003                  3.4700182510997406E+000                  3.0406399000000001E+004 
                                    1092                  1.1205253863442960E-003                  2.7272494717563186E+003                  3.4357248663067499E+000                  3.0449403999999999E+004 
                                    1094                  1.1206305105139047E-003                  2.4519854664397594E+003                  3.3895178916768338E+000                  3.0509460999999999E+004 
                                    1096                  1.1207356346835133E-003                  2.2023810655691791E+003                  3.3428924646610767E+000                  3.0550990000000002E+004 
                                    1098                  1.1209776105796071E-003                  1.7282829853151839E+003                  3.2376148544036902E+000                  3.0591621999999999E+004 
                                    1098                  1.1208688134278944E-003                  1.9268912903328694E+003                  3.2848572137004335E+000                  3.0687968000000001E+004 
                                    1100                  1.1209249225774397E-003                  1.8199305700671609E+003                  3.2600548200664652E+000                  3.0730088000000000E+004 
                                    1102                  1.1209810317269850E-003                  1.7160243106725763E+003                  3.2345234361444839E+000                  3.0784260999999999E+004 
                                    1104                  1.1211493591756210E-003                  1.4486769446035767E+003                  3.1609715484674097E+000                  3.0828805000000000E+004 
                                    1106                  1.1214061184595351E-003                  1.1473262284241871E+003                  3.0596869218770002E+000                  3.0872826000000001E+004 
                                    1108                  1.1216606450101354E-003                  9.3566370420938301E+002                  2.9711197828728584E+000                  3.0915204000000002E+004 
                                    1110                  1.1220006900460289E-003                  7.4447024578108289E+002                  2.8718473450011377E+000                  3.0956932000000001E+004 
                                    1112                  1.1223539119475266E-003                  6.1199154575784019E+002                  2.7867454227075235E+000                  3.0998330000000002E+004 
                                    1114                  1.1228337004115289E-003                  4.9186534579953241E+002                  2.6918462255717297E+000                  3.1041027999999998E+004 
                                    1116                  1.1233451466865613E-003                  4.0487574479896665E+002                  2.6073217599358838E+000                  3.1084571000000000E+004 
                                    1118                  1.1237982987232994E-003                  3.4899470017273734E+002                  2.5428188318210370E+000                  3.1274161000000000E+004 
                                    1120                  1.1239557972644227E-003                  3.3220734971342114E+002                  2.5214092364978953E+000                  3.1318603999999999E+004 
                                    1122                  1.1241920450761073E-003                  3.0981090063485942E+002                  2.4910966942568984E+000                  3.1359187000000002E+004 
                                    1124                  1.1251120405792094E-003                  2.4640503562938679E+002                  2.3916495789944525E+000                  3.1403678000000000E+004 
                                    1126                  1.1262591148937383E-003                  1.9519481083388598E+002                  2.2904682679609771E+000                  3.1447160000000000E+004 
                                    1128                  1.1271621454763934E-003                  1.6704494394557648E+002                  2.2228333351087377E+000                  3.1491697000000000E+004 
                                    1130                  1.1286281760473130E-003                  1.3555425895251889E+002                  2.1321131671435096E+000                  3.1536044000000002E+004 
                                    1132                  1.1299137788323527E-003                  1.1593527287731104E+002                  2.0642155885554350E+000                  3.1580889999999999E+004 
                                    1134                  1.1319373710106124E-003                  9.4217599120997050E+001                  1.9741320332307264E+000                  3.1624192999999999E+004 
